bib,isbn,bookType,title,publishDate,publishOrder,firstCheckOut,lastCheckOut,adoption,publishDay,fcheckoutDay,ageFull,ageCheckouts,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,totalCheckout,deweyNumber,deweyCategory
2653005,2759404218,acbk,To India with l,11/22/09,782,5/10/10,10/27/14,169,325,129,2505,2061,0,0,0,0,12,5,3,4,3,1,28,915,Geography of & travel in Asia
2626481,1844078949,acbk,Prosperity with,11/23/09,783,1/7/10,11/19/14,45,326,6,2504,2184,0,0,0,0,34,20,26,12,7,5,104,338, Production
2624761,300151926,acbk,Judaism a way o,11/24/09,784,12/13/09,10/17/14,19,327,346,2503,2209,0,0,0,2,15,8,2,3,4,3,37,296, Judaism
2628721,811871010,acbk,Taking aim unfo,11/25/09,785,1/22/10,1/10/15,58,328,21,2502,2169,0,0,0,0,46,12,5,4,4,3,74,779, Photographic images
2703074,761151974,acbk,oral history wo,11/26/09,786,3/24/11,8/3/14,483,329,82,2501,1743,0,0,0,0,0,13,8,7,6,4,38,907,"Education, research, related topics of history"
2627401,1554074835,acbk,Insect museum d,11/27/09,787,1/8/10,12/29/14,42,330,7,2500,2183,0,0,0,0,36,24,22,15,23,11,131,595,Arthropoda
2628682,1604690550,acbk,Bloom again orc,11/28/09,788,1/12/10,1/17/15,45,331,11,2499,2179,0,0,0,0,38,21,14,13,12,11,109,635,Garden crops (Horticulture)
2626472,691143889,acbk,lost world of o,11/29/09,789,1/17/10,9/30/14,49,332,16,2498,2174,0,0,0,0,5,1,4,6,4,2,22,930,History of ancient world to ca. 499
2625965,814757286,acbk,Cruising utopia,11/30/09,790,12/26/09,9/22/14,26,333,359,2497,2196,0,0,0,1,10,5,7,11,9,0,43,306, Culture & institutions
2624496,1590172604,acbk,Alien hearts,12/1/09,791,12/4/09,7/12/14,3,334,337,2496,2218,0,0,0,4,23,23,19,16,5,4,94,781, General principles & musical forms
2638759,140121598X,acbk,name of the flo,12/1/09,792,3/8/10,11/29/14,97,334,66,2496,2124,0,0,0,0,35,23,13,4,5,3,83,741,Drawing & drawings
2633720,1604690984,acbk,Whats wrong wit,12/2/09,793,2/13/10,12/28/14,73,335,43,2495,2147,0,0,0,0,45,25,17,20,13,15,135,635,Garden crops (Horticulture)
2627043,1904130364,acbk,Penultimata,12/3/09,794,1/15/10,11/8/13,43,336,14,2494,2176,0,0,0,0,4,1,1,1,0,1,8,821,English Poetry
2631932,1886778809,acbk,Nine black dove,12/4/09,795,3/15/10,11/22/14,101,337,73,2493,2117,0,0,0,0,21,17,12,9,4,1,64,811,American poetry in English
2588671,71478108,acbk,modern cruising,12/6/09,796,1/2/10,11/12/14,27,339,1,2491,2189,0,0,0,0,18,8,10,7,11,3,57,623, Military & nautical engineering
2630015,756659078,acbk,Great monuments,12/7/09,797,2/1/10,1/8/15,56,340,31,2490,2159,0,0,0,0,15,6,5,7,6,7,46,720,Architecture
2624770,031255544X,acbk,None left behin,12/8/09,798,12/18/09,2/11/14,10,341,351,2489,2204,0,0,0,4,19,3,0,0,1,0,27,956, Middle East (Near East)
2627679,785135332,acbk,X Men worlds ap,12/9/09,799,12/31/09,7/20/14,22,342,364,2488,2191,0,0,0,3,106,46,25,15,5,4,204,741,Drawing & drawings
2646395,829756469,acbk,Expedici???_???,12/12/09,800,6/26/10,1/24/12,196,345,176,2485,2014,0,0,0,0,3,1,1,0,0,1,6,220,Bible
2614010,789742861,acbk,Microsoft Windo,12/13/09,801,1/19/10,12/20/14,37,346,18,2484,2172,0,0,0,0,46,35,23,24,11,6,145,5," Computer programming, programs & data"
2624733,807859907,acbk,Bring your A ga,12/15/09,802,12/23/09,10/5/14,8,348,356,2482,2199,0,0,0,1,11,13,15,15,7,9,71,796,Athletic & outdoor sports & games
2628807,785141049,acbk,Uncanny X Men f,12/16/09,803,1/4/10,10/29/14,19,349,3,2481,2187,0,0,0,0,84,36,25,13,10,6,174,741,Drawing & drawings
2626110,1414334486,acbk,Thicker than bl,12/17/09,804,1/12/10,10/27/12,26,350,11,2480,2179,0,0,0,0,19,2,1,0,0,0,22,741,Drawing & drawings
2628730,881929557,acbk,wild garden,12/18/09,805,1/15/10,1/21/15,28,351,14,2479,2176,0,0,0,0,59,29,25,22,11,11,157,635,Garden crops (Horticulture)
2622930,159979912X,acbk,Becoming Lucy,12/19/09,806,1/29/10,8/6/14,41,352,28,2478,2162,0,0,0,0,22,7,4,1,3,0,37,25," Operations of libraries, archives, information centers"
2626825,785138390,acbk,Ms Marvel Vol 7,12/23/09,807,1/9/10,12/30/14,17,356,8,2474,2182,0,0,0,0,99,22,17,11,11,17,177,741,Drawing & drawings
2624611,1595142231,acbk,Wanderlust a Be,12/24/09,808,1/15/10,6/30/12,22,357,14,2473,2176,0,0,0,0,16,8,2,0,0,0,26,895,Literatures of East & Southeast Asia
2632648,1571103856,acbk,Igniting a pass,12/28/09,809,2/2/10,11/5/14,36,361,32,2469,2158,0,0,0,0,12,8,8,3,5,4,40,372,Primary education (elementary education)
2624757,61583251,acbk,happiness proje,12/29/09,810,1/12/10,1/4/15,14,362,11,2468,2179,0,0,0,0,790,796,702,413,194,139,3034,158, Applied psychology
2664060,767925254,acbk,Change your gen,12/29/09,811,7/13/10,1/16/15,196,362,193,2468,1997,0,0,0,0,12,18,13,12,6,6,67,612, Human physiology
2633093,1606993070,acbk,unclothed man i,12/30/09,812,2/3/10,12/18/14,35,363,33,2467,2157,0,0,0,0,23,10,7,11,4,6,61,741,Drawing & drawings
2626385,1596062991,acbk,God engines,12/31/09,813,2/3/10,1/5/15,34,364,33,2466,2157,0,0,0,0,89,50,35,49,31,25,279,712, Landscape architecture (Landscape design)
2634498,310290767,acbk,Zealous love a,1/2/10,814,2/12/10,11/17/14,41,1,42,2464,2148,0,0,0,0,20,11,9,3,8,5,56,261,Social theology and interreligious relations and attitudes
2663010,760331774,acbk,How to install,1/3/10,815,6/30/10,10/7/13,178,2,180,2463,2010,0,0,0,0,5,9,3,5,0,3,25,629,Other branches of engineering
2624747,1586487442,acbk,FDRs deadly sec,1/5/10,816,1/15/10,3/19/14,10,4,14,2461,2176,0,0,0,0,33,4,6,4,1,1,49,973, United States
2678955,1603424725,acbk,Storeys guide t,1/6/10,817,10/13/10,9/24/14,280,5,285,2460,1905,0,0,0,0,2,4,7,3,6,0,22,636, Animal husbandry
2801379,7020083455,acbk,Tian yan hong c,1/6/10,818,5/26/12,4/24/14,871,5,146,2460,1314,0,0,0,0,0,0,10,11,5,4,30,895,Literatures of East & Southeast Asia
2639492,295989653,acbk,Jews of the Pac,1/8/10,819,3/17/10,10/11/14,68,7,75,2458,2115,0,0,0,0,5,3,2,3,2,2,17,979,Great Basin & Pacific Slope region of United States
2773805,751250098X,acbk,1988 wo xiang h,1/9/10,820,4/9/12,11/15/14,821,8,99,2457,1361,0,0,0,0,0,0,13,3,2,1,19,895,Literatures of East & Southeast Asia
2625984,1926745043,acbk,Kiefer Sutherla,1/11/10,821,1/19/10,10/14/14,8,10,18,2455,2172,0,0,0,0,28,6,6,6,4,2,52,810,American literature in English
2630117,849919665,acbk,66 love letters,1/12/10,822,1/24/10,12/29/14,12,11,23,2454,2167,0,0,0,0,14,7,1,5,3,3,33,242,Devotional literature
2629688,841671419,jcbk,In search of ha,1/15/10,823,1/23/10,1/20/15,8,14,22,2451,2168,0,0,0,0,66,40,27,30,30,41,234,741,Drawing & drawings
2636513,137015453,acbk,traders first b,1/17/10,824,2/22/10,1/3/15,36,16,52,2449,2138,0,0,0,0,26,17,11,7,0,1,62,332, Financial economics
2629269,547084595,jcbk,goose man the s,1/18/10,825,1/19/10,1/13/15,1,17,18,2448,2172,0,0,0,0,50,21,17,29,23,21,161,590,Animals
2625593,345511093,acbk,5 factor world,1/19/10,826,1/26/10,11/13/14,7,18,25,2447,2165,0,0,0,0,50,29,18,13,7,2,119,613,Personal health & safety
2649816,1421532204,acbk,Not simple,1/19/10,827,4/24/10,9/19/14,95,18,113,2447,2077,0,0,0,0,24,25,14,9,7,3,82,741,Drawing & drawings
2642388,881929603,acbk,new encyclopedi,1/23/10,828,3/18/10,1/13/15,54,22,76,2443,2114,0,0,0,0,15,10,4,5,5,2,41,635,Garden crops (Horticulture)
2632475,974125180,acbk,Silhouette bold,1/24/10,829,4/6/10,11/30/10,72,23,95,2442,2095,0,0,0,0,5,0,0,0,0,0,5,810,American literature in English
2638540,1934633852,acbk,education,1/29/10,830,3/1/10,8/8/14,31,28,59,2437,2131,0,0,0,0,59,31,17,14,3,0,124,641, Food & drink
2639679,1570758689,acbk,Theas song the,1/30/10,831,6/16/10,2/18/14,137,29,166,2436,2024,0,0,0,0,5,4,0,3,1,0,13,271,Religious congregations and orders in church history
2662950,3775724885,acbk,Bauhaus conflic,1/31/10,832,6/28/10,3/26/14,148,30,178,2435,2012,0,0,0,0,8,5,6,1,1,1,22,709," History, geographic treatment, biography"
2628798,867196009,acbk,Barefoot Gen Vo,2/1/10,833,2/9/10,11/20/14,8,31,39,2434,2151,0,0,0,0,2,8,4,5,4,4,27,940,History of Europe
2631446,1595824480,acbk,Oh my goddess 3,2/2/10,834,2/10/10,1/10/15,8,32,40,2433,2150,0,0,0,0,22,12,4,1,2,2,43,741,Drawing & drawings
2645562,1568988699,acbk,Bioreboot the a,2/3/10,835,4/7/10,5/11/13,63,33,96,2432,2094,0,0,0,0,16,1,1,2,0,0,20,720,Architecture
2630032,345522397,acbk,Staying true,2/5/10,836,2/10/10,10/27/14,5,35,40,2430,2150,0,0,0,0,100,30,6,5,4,0,145,973, United States
2620291,031071494X,acbk,Spring breakdow,2/7/10,837,2/9/10,9/29/13,2,37,39,2428,2151,0,0,0,0,11,8,4,3,0,0,26,741,Drawing & drawings
2615269,393042073,acbk,Apparition late,2/8/10,838,2/9/10,10/31/13,1,38,39,2427,2151,0,0,0,0,27,8,4,3,0,1,43,158, Applied psychology
2633767,811870006,acbk,Look Its Jesus,2/10/10,839,2/12/10,6/13/14,2,40,42,2425,2148,0,0,0,0,29,4,5,2,2,1,43,204,"Religious experience, life, practice"
2632524,9766500487,acbk,Edible gardenin,2/12/10,840,3/3/10,1/11/15,19,42,61,2423,2129,0,0,0,0,112,124,101,100,64,66,567,635,Garden crops (Horticulture)
2650090,8479537256,acbk,Feliz por dentr,2/14/10,841,6/16/10,9/4/12,122,44,166,2421,2024,0,0,0,0,2,3,1,0,0,0,6,646," Sewing, clothing, management of personal and family life"
2627366,819569305,acbk,Live from the H,2/15/10,842,5/29/10,6/5/14,103,45,148,2420,2042,0,0,0,0,2,1,0,1,1,0,5,811,American poetry in English
2641801,1426205279,acbk,Complete nation,2/16/10,843,3/18/10,1/22/15,30,46,76,2419,2114,0,0,0,0,63,65,65,57,47,40,337,917,Geography of & travel in North America
2648057,811875113,acbk,Japanese cockta,2/17/10,844,4/6/10,6/14/14,48,47,95,2418,2095,0,0,0,0,22,15,10,8,2,3,60,641, Food & drink
2634122,1606521071,acbk,Grow your own d,2/18/10,845,2/25/10,1/17/15,7,48,55,2417,2135,0,0,0,0,60,25,18,23,16,8,150,615, Pharmacology and therapeutics
2669409,8498013623,acbk,Apreciar el art,2/19/10,846,12/6/10,9/21/14,290,49,339,2416,1851,0,0,0,0,3,2,1,0,1,1,8,750,Painting & paintings
2632633,3791362844,acbk,Street seen the,2/20/10,847,4/28/10,11/1/14,67,50,117,2415,2073,0,0,0,0,9,11,5,6,5,0,36,779, Photographic images
2635511,691144893,acbk,politics of hap,2/21/10,848,3/5/10,12/23/13,12,51,63,2414,2127,0,0,0,0,33,28,6,2,0,1,70,306, Culture & institutions
2642232,1565234790,acbk,Riding Americas,2/24/10,849,4/26/10,5/29/14,61,54,115,2411,2075,0,0,0,0,9,8,5,3,3,1,29,796,Athletic & outdoor sports & games
2627076,71738266,acbk,Business writin,2/25/10,850,3/27/10,1/21/15,30,55,85,2410,2105,0,0,0,0,18,24,16,11,5,4,78,651, Office services
2636510,1413310974,acbk,Social security,2/26/10,851,4/5/10,5/17/14,38,56,94,2409,2096,0,0,0,0,23,21,7,10,4,5,70,344," Labor, social service, education, cultural law"
2657854,1603424628,acbk,Compact cabins,2/27/10,852,6/11/10,1/17/15,104,57,161,2408,2029,0,0,0,0,23,43,39,36,23,34,198,728, Residential & related buildings
2838577,1552775755,jcbk,Home ice,3/1/10,853,11/3/12,7/14/14,978,59,307,2406,1153,0,0,0,0,0,0,1,0,1,0,2,31,General encyclopedic works in American English
2661794,8499170056,acbk,Vas a ser mam??,3/3/10,854,7/13/10,10/27/11,132,61,193,2404,1997,0,0,0,0,3,1,0,0,0,1,5,618," Gynecology, obstetrics, pediatrics, geriatrics"
2715513,1609050169,jcbk,Bear in pink un,3/3/10,855,5/2/11,1/14/15,425,61,121,2404,1704,0,0,0,0,0,133,127,103,82,56,501,917,Geography of & travel in North America
2737397,1553658124,acbk,In the fabled e,3/6/10,856,9/15/11,1/12/15,558,64,257,2401,1568,0,0,0,0,0,20,20,5,1,1,47,741,Drawing & drawings
2641315,1856356345,acbk,Full plenty cla,3/8/10,857,4/30/10,11/27/13,53,66,119,2399,2071,0,0,0,0,5,4,2,2,0,1,14,641, Food & drink
2629695,762437561,jcbk,Hacked,3/9/10,858,4/30/10,7/27/14,52,67,119,2398,2071,0,0,0,0,15,11,7,7,5,1,46,741,Drawing & drawings
2644374,1582435804,acbk,age of persuasi,3/10/10,859,3/25/10,9/27/14,15,68,83,2397,2107,0,0,0,0,29,4,3,3,1,1,41,306, Culture & institutions
2745126,470938994,acbk,Jack the Ripper,3/11/10,860,12/6/11,11/21/14,635,69,339,2396,1486,0,0,0,0,0,4,12,7,7,6,36,364, Criminology
2641318,310320364,acbk,Green mama the,3/13/10,861,3/28/10,7/7/14,15,71,86,2394,2104,0,0,0,0,14,11,8,4,1,2,40,640,Home & family management
2645378,978881192,acbk,Floats horse fl,3/15/10,862,7/20/10,5/26/13,127,73,200,2392,1990,0,0,0,0,2,0,1,1,0,0,4,630,Agriculture & related technologies
2767354,1935234048,acbk,Chicks dig Time,3/15/10,863,3/24/12,10/28/14,740,73,83,2392,1377,0,0,0,0,0,0,15,15,9,3,42,791,Public performances
2641359,1605296864,acbk,town that food,3/16/10,864,3/20/10,9/17/14,4,74,78,2391,2112,0,0,0,0,54,42,16,10,11,4,137,338, Production
2723081,1589795970,acbk,What was I thin,3/16/10,865,7/16/11,11/1/13,487,74,196,2391,1629,0,0,0,0,0,5,2,2,0,1,10,155, Differential & developmental psychology
2626652,1410424812,acbk,audacity to win,3/17/10,866,4/6/10,8/12/14,20,75,95,2390,2095,0,0,0,0,12,4,4,5,4,1,30,324,The political process
2614006,596806396,acbk,Windows 7 the m,3/19/10,867,4/12/10,1/10/15,24,77,101,2388,2089,0,0,0,0,51,58,35,30,26,20,220,5," Computer programming, programs & data"
2633097,1401211550,acbk,Bronx Kill,3/23/10,868,4/3/10,12/16/14,11,81,92,2384,2098,0,0,0,0,42,17,12,7,7,3,88,741,Drawing & drawings
2625626,316167088,acbk,Unbound a true,3/24/10,869,3/28/10,1/4/15,4,82,86,2383,2104,0,0,0,0,49,12,14,7,6,10,98,951, China & adjacent areas
2659256,7294700,acbk,My kitchen,3/25/10,870,10/7/10,9/13/12,196,83,279,2382,1911,0,0,0,0,7,7,3,0,0,1,18,641, Food & drink
2641836,764334727,acbk,final curtain c,3/28/10,871,6/13/10,5/19/14,77,86,163,2379,2027,0,0,0,0,28,8,2,3,2,1,44,791,Public performances
2641331,307460681,acbk,Mandelas way fi,3/30/10,872,4/3/10,12/26/14,4,88,92,2377,2098,0,0,0,0,54,18,14,23,18,10,137,650,Management & auxiliary services
2633290,034093560X,acbk,twilight time,4/1/10,873,5/28/10,7/24/14,57,90,147,2375,2043,0,0,0,0,19,18,14,11,7,6,75,919,"Geography of & travel in Australasia, Pacific Ocean islands, Atlantic Ocean islands, Arctic islands, Antarctica, & on extraterrestrial worlds"
2734362,1847081754,acbk,journey of Ande,4/1/10,874,9/21/11,9/2/14,538,90,263,2375,1562,0,0,0,0,0,8,11,8,3,0,30,863,Spanish fiction
2657557,1603424806,acbk,organic farming,4/3/10,875,5/30/10,1/7/15,57,92,149,2373,2041,0,0,0,0,23,38,21,14,16,13,125,635,Garden crops (Horticulture)
2644188,691146381,acbk,Mystery cults o,4/4/10,876,4/19/10,1/3/15,15,93,108,2372,2082,0,0,0,0,23,15,11,17,9,17,92,201,"Religious mythology, general classes of religion, interreligious relations and attitudes, social theology"
2628713,618746587,acbk,Planet wedding,4/7/10,877,4/12/10,11/12/14,5,96,101,2369,2089,0,0,0,0,36,29,15,10,3,2,95,395,Etiquette (Manners)
2649837,6074800413,acbk,Tezoz???_????mo,4/10/10,878,4/17/10,5/3/14,7,99,106,2366,2084,0,0,0,0,10,3,5,0,1,1,20,863,Spanish fiction
2653549,1595547347,acbk,Lonestar homeco,4/11/10,879,5/8/10,1/24/14,27,100,127,2365,2063,0,0,0,0,15,17,3,1,1,0,37,863,Spanish fiction
2640932,385751540,jcbk,Out of the wood,4/13/10,880,4/18/10,1/18/15,5,102,107,2363,2083,0,0,0,0,48,31,20,28,19,25,171,741,Drawing & drawings
2633714,547152442,acbk,Scent of the mi,4/14/10,881,4/22/10,1/22/15,8,103,111,2362,2079,0,0,0,0,44,29,13,14,11,10,121,636, Animal husbandry
2682716,1934772925,acbk,museum of ones,4/15/10,882,12/10/10,7/31/14,239,104,343,2361,1847,0,0,0,0,2,3,0,0,6,2,13,708," Galleries, museums, private collections of fine & decorative arts"
2682706,9020985868,acbk,Vintage style,4/16/10,883,11/7/10,1/7/15,205,105,310,2360,1880,0,0,0,0,7,31,19,21,13,12,103,747, Interior decoration
2636738,1598697838,acbk,everything guid,4/18/10,884,5/10/10,11/18/14,22,107,129,2358,2061,0,0,0,0,10,12,6,10,6,5,49,658,General management
2644380,088192931X,acbk,Blooms best per,4/21/10,885,4/26/10,10/31/14,5,110,115,2355,2075,0,0,0,0,34,25,17,11,16,8,111,635,Garden crops (Horticulture)
2749771,1845494237,acbk,Chicken soup fo,4/21/10,886,1/9/12,3/6/14,628,110,8,2355,1452,0,0,0,0,0,0,10,8,2,3,23,810,American literature in English
2641982,762755326,acbk,Maximum climbin,4/23/10,887,4/29/10,1/20/15,6,112,118,2353,2072,0,0,0,0,16,16,16,7,7,11,73,796,Athletic & outdoor sports & games
2661779,8479537302,acbk,Movimiento cons,4/25/10,888,7/10/10,12/7/13,76,114,190,2351,2000,0,0,0,0,6,1,2,2,0,2,13,158, Applied psychology
2644618,1589944232,acbk,Legends of Perc,4/27/10,889,9/16/10,7/30/14,142,116,258,2349,1932,0,0,0,0,6,9,3,4,3,1,26,741,Drawing & drawings
2618729,014241056X,acbk,Up over down un,4/29/10,890,5/3/10,1/4/14,4,118,122,2347,2068,0,0,0,0,27,23,4,0,1,0,55,364, Criminology
2646544,575084979,acbk,Retromancer,5/1/10,891,7/29/10,10/26/14,89,120,209,2345,1981,0,0,0,0,9,11,9,7,6,3,45,810,American literature in English
2646031,849946506,acbk,Plan B what do,5/2/10,892,5/13/10,4/2/14,11,121,132,2344,2058,0,0,0,0,14,6,2,3,3,0,28,248," Christian experience, practice, life"
2629739,1409113620,jcbk,Cheryl Cole pro,5/4/10,893,7/10/10,6/19/11,67,123,190,2342,2000,0,0,0,0,4,3,0,0,0,0,7,782, Vocal music
2648072,1856356299,acbk,Good mood food,5/5/10,894,5/26/10,11/12/14,21,124,145,2341,2045,0,0,0,0,33,34,23,17,10,7,124,641, Food & drink
2645372,1594148570,acbk,Dirty laundry a,5/7/10,895,5/15/10,9/22/14,8,126,134,2339,2056,0,0,0,0,43,21,10,6,3,4,87,630,Agriculture & related technologies
2630386,785140646,acbk,New Mutants Ret,5/12/10,896,5/19/10,11/13/14,7,131,138,2334,2052,0,0,0,0,64,41,29,9,3,4,150,741,Drawing & drawings
2641793,385528000,acbk,Burmese lessons,5/18/10,897,5/24/10,1/13/15,6,137,143,2328,2047,0,0,0,0,64,35,14,17,17,12,159,796,Athletic & outdoor sports & games
2649459,674050517,acbk,Neoconservatism,5/21/10,898,5/24/10,7/23/11,3,140,143,2325,2047,0,0,0,0,18,6,0,0,0,0,24,320,Political science (Politics & government)
2682718,080783341X,acbk,Thomas Day mast,5/22/10,899,11/19/10,8/23/13,181,141,322,2324,1868,0,0,0,0,1,3,0,1,0,0,5,749, Furniture & accessories
2657168,144030890X,acbk,101 brick wall,5/23/10,900,6/15/10,8/11/14,23,142,165,2323,2025,0,0,0,0,12,7,6,5,7,6,43,929,"Genealogy, names, insignia"
2859110,1616081694,acbk,Callous disrega,5/24/10,901,12/27/12,7/31/14,948,143,361,2322,1099,0,0,0,0,0,0,1,5,1,2,9,618," Gynecology, obstetrics, pediatrics, geriatrics"
2656266,1596434759,jcbk,treasure of Dea,5/25/10,902,5/30/10,11/30/14,5,144,149,2321,2041,0,0,0,0,16,23,12,16,6,8,81,796,Athletic & outdoor sports & games
2710823,143064916,acbk,Bazaars convers,5/26/10,903,4/11/11,12/27/14,320,145,100,2320,1725,0,0,0,0,0,6,0,0,1,1,8,381,Commerce (Trade)
2564518,448450801,jcbk,Digging up trou,5/27/10,904,7/3/10,11/14/13,37,146,183,2319,2007,0,0,0,0,13,20,1,13,0,0,47,814,American essays in English
2638669,802119441,acbk,great silence B,6/1/10,905,6/8/10,1/11/15,7,151,158,2314,2032,0,0,0,0,84,38,17,21,17,13,190,941, British Isles
2771591,231145209,acbk,Genetic justice,6/1/10,906,3/15/12,11/4/14,653,151,74,2314,1386,0,0,0,0,0,0,5,1,2,1,9,363,Other social problems & services
2661895,031612558X,acbk,short second li,6/5/10,907,6/10/10,1/21/15,5,155,160,2310,2030,0,0,0,0,314,208,86,42,18,11,679,895,Literatures of East & Southeast Asia
2657420,61774464,acbk,You never give,6/8/10,908,6/17/10,12/17/14,9,158,167,2307,2023,0,0,0,0,43,27,22,15,24,10,141,782, Vocal music
2633423,785136819,acbk,X Men forever V,6/9/10,909,6/18/10,12/30/14,9,159,168,2306,2022,0,0,0,0,60,63,40,19,27,6,215,741,Drawing & drawings
2639673,670021849,acbk,price of stones,6/10/10,910,6/12/10,11/15/14,2,160,162,2305,2028,0,0,0,0,65,34,12,8,4,1,124,372,Primary education (elementary education)
2681229,1616080337,jcbk,My first book o,6/12/10,911,10/22/10,1/13/15,132,162,294,2303,1896,0,0,0,0,13,38,27,42,28,31,179,636, Animal husbandry
2640892,140122332X,acbk,Superman Batman,6/15/10,912,7/1/10,12/16/14,16,165,181,2300,2009,0,0,0,0,64,74,37,44,10,11,240,741,Drawing & drawings
2576098,785134794,acbk,Daredevil The m,6/16/10,913,6/25/10,1/21/15,9,166,175,2299,2015,0,0,0,0,27,35,25,25,30,43,185,741,Drawing & drawings
2656309,446556556,acbk,Chasing lilacs,6/17/10,914,6/18/10,12/30/12,1,167,168,2298,2022,0,0,0,0,22,9,3,0,0,0,34,741,Drawing & drawings
2636789,789742845,acbk,Social media ma,6/18/10,915,7/19/10,9/17/14,31,168,199,2297,1991,0,0,0,0,34,52,26,27,14,3,156,658,General management
2662871,1605980978,acbk,Black Ops the r,6/19/10,916,6/20/10,11/19/14,1,169,170,2296,2020,0,0,0,0,20,15,10,8,5,5,63,327, International relations
2653547,1590513223,acbk,Learning to los,6/22/10,917,6/24/10,8/10/14,2,172,174,2293,2016,0,0,0,0,17,10,0,3,4,3,37,863,Spanish fiction
2639935,075666277X,jcbk,Space a visual,7/5/10,918,7/22/10,1/17/15,17,185,202,2280,1988,0,0,0,0,89,176,138,131,95,52,681,520,Astronomy & allied sciences
2642216,1607100908,acbk,501 must visit,7/6/10,919,7/8/10,8/22/14,2,186,188,2279,2002,0,0,0,0,12,19,19,8,3,3,64,910,Geography & travel
2660008,1590173406,acbk,Clandestine in,7/6/10,920,7/17/10,1/5/15,11,186,197,2279,1993,0,0,0,0,15,15,10,10,12,6,68,983, Chile
2641235,525951741,acbk,For the king,7/8/10,921,7/10/10,12/29/14,2,188,190,2277,2000,0,0,0,0,57,48,27,20,16,11,179,629,Other branches of engineering
2671626,321687299,acbk,Introducing HTM,7/11/10,922,9/22/10,1/20/15,73,191,264,2274,1926,0,0,0,0,23,71,51,43,37,24,249,6, Special computer methods
2641942,1440213623,acbk,Gun Digest book,7/12/10,923,5/2/11,3/6/14,294,192,121,2273,1704,0,0,0,0,0,1,1,1,1,0,4,799," Fishing, hunting, shooting"
2630150,1861895186,acbk,Bullfighting a,7/15/10,924,7/27/10,11/2/14,12,195,207,2270,1983,0,0,0,0,9,3,1,1,1,2,17,791,Public performances
2641967,1605509876,acbk,literary Paris,7/18/10,925,9/8/10,11/8/14,52,198,250,2267,1940,0,0,0,0,14,27,16,11,15,11,94,914,Geography of & travel in Europe
2661687,316075426,acbk,messenger of At,7/19/10,926,7/22/10,12/12/14,3,199,202,2266,1988,0,0,0,0,42,40,17,24,15,6,144,398, Folklore
2679501,1741756944,acbk,Valley of grace,7/20/10,927,11/27/10,6/30/14,130,200,330,2265,1860,0,0,0,0,5,5,4,1,2,0,17,741,Drawing & drawings
2687507,1741757827,acbk,Inhuman resourc,7/21/10,928,12/16/10,4/18/14,148,201,349,2264,1841,0,0,0,0,2,12,1,1,1,0,17,658,General management
2657417,670021830,acbk,Voyager seeking,7/22/10,929,7/25/10,12/27/14,3,202,205,2263,1985,0,0,0,0,40,14,7,5,4,3,73,919,"Geography of & travel in Australasia, Pacific Ocean islands, Atlantic Ocean islands, Arctic islands, Antarctica, & on extraterrestrial worlds"
2671103,1603425438,acbk,sewing answer b,7/23/10,930,8/22/10,1/17/15,30,203,233,2262,1957,0,0,0,0,32,44,34,22,17,13,162,646," Sewing, clothing, management of personal and family life"
2695366,1401921515,acbk,new way of thin,7/25/10,931,1/16/11,11/8/14,175,205,15,2260,1810,0,0,0,0,0,42,19,11,9,4,85,299,Religions not provided for elsewhere
2670825,385529112,acbk,clouds beneath,7/27/10,932,8/21/10,1/21/15,25,207,232,2258,1958,0,0,0,0,22,26,10,7,4,2,71,863,Spanish fiction
2658165,1597972118,acbk,rainbow of bloo,7/31/10,933,8/4/10,8/12/14,4,211,215,2254,1975,0,0,0,0,8,7,6,4,2,2,29,973, United States
2669756,1846686792,acbk,Nights beneath,8/1/10,934,9/19/10,2/21/14,49,212,261,2253,1929,0,0,0,0,9,7,2,0,2,0,20,818,American miscellaneous writings in English
2723698,4103018739,acbk,Sutori sera Sto,8/1/10,935,9/10/11,7/19/14,405,212,252,2253,1573,0,0,0,0,0,12,17,11,3,1,44,895,Literatures of East & Southeast Asia
2671177,1590513355,acbk,Stella a novel,8/3/10,936,8/28/10,12/23/13,25,214,239,2251,1951,0,0,0,0,8,14,1,1,0,0,24,895,Literatures of East & Southeast Asia
2732107,1595143785,acbk,extraordinary s,8/3/10,937,8/11/11,12/20/14,373,214,222,2251,1603,0,0,0,0,0,16,22,6,3,0,47,741,Drawing & drawings
2655875,081441589X,acbk,AMA handbook of,8/4/10,938,8/21/10,1/17/15,17,215,232,2250,1958,0,0,0,0,3,11,10,4,3,10,41,808,Rhetoric & collections of literary texts from more than two literatures
2675593,1595141650,acbk,Plus,8/5/10,939,10/18/10,6/17/13,74,216,290,2249,1900,0,0,0,0,10,15,11,2,0,0,38,796,Athletic & outdoor sports & games
2682732,1846686873,acbk,More miles than,8/6/10,940,11/3/10,6/16/14,89,217,306,2248,1884,0,0,0,0,4,6,2,1,1,0,14,780,Music
2653011,962217812X,acbk,Ir????????n Per,8/7/10,941,8/13/10,11/26/14,6,218,224,2247,1966,0,0,0,0,12,10,11,9,11,5,58,955, Iran
2662959,691147957,acbk,crisis of the t,8/8/10,942,9/18/10,7/7/14,41,219,260,2246,1930,0,0,0,0,3,2,1,1,1,0,8,940,History of Europe
