isbn,publishDate,publishOrder,bib,itemType,checkOutCount,minCheckOut,maxCheckOut,x_adoption,x_age,y_fullFrequency,y_partialFrequency,relative_age
151014426,7/21/08,538,2477899,acbk,98,7/25/08,9/25/14,4,2257,4.342,4.3498,932
1594489858,7/24/08,539,2495974,acbk,83,8/8/08,9/28/13,15,1892,4.3869,4.4219,935
1845076435,7/28/08,540,2533773,jcbk,241,11/1/08,1/13/15,96,2360,10.2119,10.6449,939
691143358,7/28/08,541,2740519,acbk,18,10/22/11,11/24/14,1181,2310,0.7792,1.5943,939
1599202239,8/1/08,542,2668020,jcbk,109,9/13/10,1/22/15,773,2365,4.6089,6.8467,943
785128204,8/6/08,543,2492831,acbk,224,8/26/08,5/22/12,20,1385,16.1733,16.4103,948
9707830484,8/7/08,544,2839358,acbk,4,10/3/12,9/6/14,1518,2221,0.1801,0.569,949
1590585356,8/10/08,545,2495990,acbk,108,8/23/08,5/11/13,13,1735,6.2248,6.2718,952
9707311037,8/15/08,546,2539312,acbk,13,2/1/09,4/15/13,170,1704,0.7629,0.8475,957
1593078919,8/18/08,547,2477059,acbk,422,8/29/08,1/20/15,11,2346,17.9881,18.0728,960
61693693,8/26/08,548,2599918,jcbk,123,8/2/09,1/7/15,341,2325,5.2903,6.1996,968
380717573,8/26/08,549,2767193,acbk,25,3/7/12,10/13/14,1289,2239,1.1166,2.6316,968
076143030X,9/1/08,550,2628597,acbk,33,2/23/10,6/14/14,540,2112,1.5625,2.0992,974
330427598,9/4/08,551,2543815,acbk,44,12/30/08,11/7/14,117,2255,1.9512,2.058,977
1416540407,9/8/08,552,2477925,acbk,98,9/10/08,4/25/13,2,1690,5.7988,5.8057,981
1595141871,9/11/08,553,2530067,acbk,59,10/11/08,7/16/12,30,1404,4.2023,4.294,984
61626678,9/16/08,554,2547051,acbk,109,12/6/08,1/13/15,81,2310,4.7186,4.8901,989
802853560,9/16/08,555,2687115,acbk,10,12/15/10,3/24/12,820,1285,0.7782,2.1505,989
1847241816,9/18/08,556,2755565,acbk,44,3/10/12,10/14/14,1269,2217,1.9847,4.6414,991
802863906,9/22/08,557,2614953,acbk,22,11/2/09,9/15/14,406,2184,1.0073,1.2373,995
440239443,9/23/08,558,2553087,acbk,43,1/9/09,9/27/11,108,1099,3.9126,4.3391,996
785127445,9/24/08,559,2492821,acbk,247,10/9/08,11/3/14,15,2231,11.0713,11.1462,997
300143249,9/30/08,560,2556229,acbk,7,1/16/09,12/29/10,108,820,0.8537,0.9831,1003
1597800856,10/1/08,561,2635901,acbk,27,4/27/10,7/31/13,573,1764,1.5306,2.267,1004
1598166069,10/7/08,562,2663877,acbk,37,8/10/10,12/11/13,672,1891,1.9566,3.0353,1010
1564149536,10/9/08,563,2551771,acbk,42,1/29/09,1/18/15,112,2292,1.8325,1.9266,1012
1426900988,10/10/08,564,2632532,acbk,31,4/5/10,8/19/14,542,2139,1.4493,1.9411,1013
1400313848,10/13/08,565,2545974,jcbk,201,12/9/08,12/23/14,57,2262,8.8859,9.1156,1016
142410705,10/16/08,566,2494655,acbk,1362,10/24/08,1/21/15,8,2288,59.528,59.7368,1019
736076115,10/17/08,567,2643437,acbk,91,3/22/10,1/7/15,521,2273,4.0035,5.1941,1020
1560978279,10/19/08,568,2470108,acbk,126,11/7/08,1/22/15,19,2286,5.5118,5.558,1022
1423120302,10/21/08,569,2559421,jcbk,41,2/22/09,11/25/14,124,2226,1.8419,1.9505,1024
71474897,10/28/08,570,2564928,acbk,95,3/4/09,10/1/14,127,2164,4.39,4.6637,1031
193427724X,10/30/08,571,2761346,jcbk,90,3/17/12,1/4/15,1234,2257,3.9876,8.7977,1033
8448826272,10/30/08,572,2589610,jcbk,33,9/10/09,12/16/13,315,1873,1.7619,2.1181,1033
71453873,10/31/08,573,2640962,acbk,327,3/23/10,1/22/15,508,2274,14.3799,18.5164,1034
1905005393,10/31/08,574,2534980,acbk,48,11/4/08,10/29/13,4,1824,2.6316,2.6374,1034
190446842X,11/5/08,575,2668742,acbk,95,9/10/10,1/11/15,674,2258,4.2073,5.9975,1039
965633845,11/7/08,576,2639478,acbk,37,3/7/10,7/29/14,485,2090,1.7703,2.3053,1041
939117401,11/10/08,577,2543956,acbk,32,1/15/09,7/5/14,66,2063,1.5511,1.6024,1044
670070858,11/12/08,578,2588451,acbk,16,7/11/09,7/16/13,241,1707,0.9373,1.0914,1046
193303257X,11/15/08,579,2604953,jcbk,66,10/16/09,10/23/14,335,2168,3.0443,3.6007,1049
1889392294,11/25/08,580,2628685,acbk,92,1/14/10,1/6/15,415,2233,4.12,5.0605,1059
9871061706,11/30/08,581,2712571,jcbk,4,8/9/11,12/18/13,982,1844,0.2169,0.464,1064
9571039810,12/1/08,582,2741718,acbk,20,12/12/11,4/22/14,1106,1968,1.0163,2.3202,1065
1401210430,12/9/08,583,2517126,acbk,255,1/17/09,9/24/14,39,2115,12.0567,12.2832,1073
1576757625,12/12/08,584,2627083,acbk,19,1/7/10,2/14/14,391,1890,1.0053,1.2675,1076
1844164039,12/19/08,585,2795969,acbk,43,4/29/12,9/29/14,1227,2110,2.0379,4.8698,1083
787994049,12/22/08,586,2647007,acbk,26,5/3/10,11/9/14,497,2148,1.2104,1.5748,1086
006171156X,12/30/08,587,2697155,acbk,73,1/22/11,5/20/14,753,1967,3.7112,6.0132,1094
7802254817,1/3/09,588,2665729,acbk,29,2/6/11,8/24/13,764,1694,1.7119,3.1183,1098
547076347,1/5/09,589,2562615,acbk,121,2/14/09,10/10/14,40,2104,5.751,5.8624,1100
1844166732,1/5/09,590,2743007,acbk,26,11/19/11,11/17/14,1048,2142,1.2138,2.3766,1100
1421523159,1/6/09,591,2631351,jcbk,62,2/9/10,11/2/14,399,2126,2.9163,3.59,1101
1587432471,1/10/09,592,2664071,acbk,13,7/6/10,12/10/14,542,2160,0.6019,0.8035,1105
470381221,1/12/09,593,2636511,acbk,105,2/21/10,1/21/15,405,2200,4.7727,5.8496,1107
764141783,1/16/09,594,2720016,acbk,23,6/28/11,10/25/14,893,2108,1.0911,1.893,1111
1598698176,1/17/09,595,2628686,acbk,106,2/5/10,12/26/14,384,2169,4.887,5.9384,1112
155455103X,1/18/09,596,2627181,jcbk,198,5/4/10,12/11/14,471,2153,9.1965,11.7717,1113
520255984,1/19/09,597,2856920,acbk,3,12/20/12,12/23/14,1431,2164,0.1386,0.4093,1114
9705804419,1/20/09,598,2567104,acbk,19,4/26/09,10/20/14,96,2099,0.9052,0.9486,1115
448448629,1/22/09,599,2640572,jcbk,99,3/27/10,2/18/14,429,1853,5.3427,6.9522,1117
982107803,1/23/09,600,2627253,acbk,66,12/26/09,5/17/14,337,1940,3.4021,4.1173,1118
981854567,1/24/09,601,2747847,acbk,20,1/10/12,3/19/13,1081,1515,1.3201,4.6083,1119
143105604,1/27/09,602,2643370,acbk,54,4/18/10,1/15/15,446,2179,2.4782,3.116,1122
785134808,1/28/09,603,2633870,acbk,193,2/3/10,1/17/15,371,2180,8.8532,10.6689,1123
8483068117,1/30/09,604,2585076,acbk,20,7/1/09,4/5/14,152,1891,1.0576,1.1501,1125
1580233988,2/1/09,605,2628690,acbk,38,2/6/10,8/19/14,370,2025,1.8765,2.2961,1127
312946171,2/3/09,606,2638929,acbk,30,3/1/10,7/23/11,391,900,3.3333,5.8939,1129
1889102342,2/9/09,607,2805859,acbk,35,7/6/12,12/21/14,1243,2141,1.6348,3.8976,1135
231121652,2/12/09,608,2674106,acbk,17,10/3/10,9/28/14,598,2054,0.8277,1.1676,1138
789738317,2/13/09,609,2626495,acbk,76,1/5/10,8/29/14,326,2023,3.7568,4.4785,1139
1894974603,2/15/09,610,2658056,acbk,86,5/22/10,11/16/14,461,2100,4.0952,5.2471,1141
9562395227,2/15/09,611,2610057,acbk,15,10/30/09,1/27/14,257,1807,0.8301,0.9677,1141
982184107,2/17/09,612,2633622,acbk,218,2/6/10,6/25/14,354,1954,11.1566,13.625,1143
1401220266,2/24/09,613,2633611,jcbk,234,2/26/10,9/3/14,367,2017,11.6014,14.1818,1150
976480670,2/27/09,614,2638571,acbk,19,7/12/10,5/7/14,500,1895,1.0026,1.362,1153
1558496939,2/28/09,615,2674122,acbk,5,10/15/10,1/27/12,594,1063,0.4704,1.0661,1154
2895791163,3/1/09,616,2589906,jcbk,206,6/12/09,1/5/15,103,2136,9.6442,10.1328,1155
859654389,3/1/09,617,2629260,acbk,29,1/23/10,2/10/13,328,1442,2.0111,2.6032,1155
547076150,3/2/09,618,2564360,acbk,30,3/22/09,10/3/12,20,1311,2.2883,2.3238,1156
1930723695,3/2/09,619,2630308,acbk,20,2/12/10,10/15/13,347,1688,1.1848,1.4914,1156
1845376196,3/3/09,620,2577692,acbk,176,5/12/09,12/16/14,70,2114,8.3254,8.6106,1157
785123946,3/4/09,621,2646123,acbk,159,4/22/10,12/26/14,414,2123,7.4894,9.3037,1158
762109955,3/5/09,622,2652980,acbk,76,5/7/10,8/31/14,428,2005,3.7905,4.8193,1159
764141007,3/6/09,623,2635501,acbk,93,2/22/10,12/2/14,353,2097,4.4349,5.3326,1160
132415437,3/8/09,624,2634969,bcbk,315,2/23/10,1/22/15,352,2146,14.6785,17.5585,1162
1590173007,3/10/09,625,2626095,acbk,57,12/17/09,3/13/14,282,1829,3.1165,3.6846,1164
71614818,3/12/09,626,2656180,acbk,110,5/21/10,1/6/15,435,2126,5.174,6.505,1166
980033020,3/13/09,627,2626111,acbk,130,1/11/10,12/6/14,304,2094,6.2082,7.2626,1167
160223048X,3/15/09,628,2631282,acbk,24,2/18/10,12/30/14,340,2116,1.1342,1.3514,1169
9944424498,3/16/09,629,2626062,acbk,28,1/15/10,1/6/14,305,1757,1.5936,1.9284,1170
810866471,3/20/09,630,2626454,acbk,4,2/6/10,1/3/15,323,2115,0.1891,0.2232,1174
470277416,3/23/09,631,2631224,acbk,56,1/30/10,12/28/14,313,2106,2.6591,3.1233,1177
345509978,3/24/09,632,2636963,acbk,84,3/27/10,8/13/13,368,1603,5.2402,6.8016,1178
198610254,3/25/09,633,2624743,acbk,15,12/31/09,6/24/14,281,1917,0.7825,0.9169,1179
1604596244,3/26/09,634,2628805,jcbk,98,1/5/10,1/20/15,285,2126,4.6096,5.3232,1180
1558497234,3/31/09,635,2638099,acbk,4,2/28/10,10/6/14,334,2015,0.1985,0.238,1185
1886941742,4/1/09,636,2626474,acbk,151,1/7/10,1/17/15,281,2117,7.1327,8.2244,1186
047038848X,4/3/09,637,2643422,acbk,110,3/24/10,9/25/14,355,2001,5.4973,6.6829,1188
1595551859,4/5/09,638,2638103,acbk,11,3/3/10,10/9/14,332,2013,0.5464,0.6544,1190
1930974833,4/6/09,639,2630017,acbk,8,2/5/10,2/26/13,305,1422,0.5626,0.7162,1191
1427809682,4/7/09,640,2643252,acbk,65,4/27/10,11/13/13,385,1681,3.8667,5.0154,1192
195384776,4/13/09,641,2626490,acbk,10,1/9/10,12/9/11,271,970,1.0309,1.4306,1198
289579149X,4/14/09,642,2586767,jcbk,214,7/8/09,1/20/15,85,2107,10.1566,10.5836,1199
1595822615,4/14/09,643,2638784,acbk,66,3/21/10,4/20/14,341,1832,3.6026,4.4266,1199
970640579,4/22/09,644,2631905,acbk,29,2/22/10,5/17/12,306,1121,2.587,3.5583,1207
889954275,4/24/09,645,2661615,jcbk,26,8/9/10,12/2/14,472,2048,1.2695,1.6497,1209
3791341987,4/25/09,646,2626276,acbk,136,12/28/09,1/15/15,247,2091,6.5041,7.3753,1210
047045198X,4/27/09,647,2670360,acbk,94,8/23/10,1/20/15,483,2094,4.489,5.8349,1212
1416971211,4/28/09,648,2733286,acbk,277,8/18/11,1/21/15,842,2094,13.2283,22.1246,1213
441017118,4/28/09,649,2626418,acbk,37,1/4/10,11/5/14,251,2017,1.8344,2.0951,1213
1606991426,4/29/09,650,2633107,acbk,46,2/6/10,1/11/15,283,2083,2.2084,2.5556,1214
1858944694,4/30/09,651,2648659,acbk,157,5/5/10,1/21/15,370,2092,7.5048,9.1173,1215
3836511010,5/1/09,652,2626309,acbk,53,1/14/10,5/25/13,258,1485,3.569,4.3195,1216
451462696,5/5/09,653,2626383,acbk,53,12/28/09,4/19/14,237,1810,2.9282,3.3694,1220
1603581073,5/7/09,654,2648693,acbk,53,4/22/10,11/20/14,350,2023,2.6199,3.168,1222
3764389842,5/8/09,655,2704909,acbk,41,3/14/11,1/13/15,675,2076,1.975,2.9265,1223
786442271,5/13/09,656,2627368,acbk,2,2/2/10,2/18/11,265,646,0.3096,0.5249,1228
448451727,5/14/09,657,2640573,jcbk,87,3/16/10,7/10/12,306,1153,7.5455,10.2715,1229
1580932282,5/19/09,658,2633770,acbk,91,2/10/10,1/15/15,267,2067,4.4025,5.0556,1234
71628037,5/20/09,659,2634785,bcbk,537,2/13/10,1/14/15,269,2065,26.0048,29.8998,1235
415999731,5/22/09,660,2643428,acbk,16,4/3/10,12/12/13,316,1665,0.961,1.1861,1237
1934781401,5/25/09,661,2638928,acbk,62,2/23/10,6/13/14,274,1845,3.3604,3.9465,1240
143981614X,5/27/09,662,2638551,acbk,17,3/4/10,10/7/12,281,1229,1.3832,1.7932,1242
736069178,5/28/09,663,2631270,acbk,30,1/30/10,1/8/15,247,2051,1.4627,1.663,1243
737743271,5/29/09,664,2635992,acbk,6,2/27/10,10/25/14,274,1975,0.3038,0.3527,1244
1555705952,5/30/09,665,2630140,acbk,8,6/26/10,6/9/12,392,1106,0.7233,1.1204,1245
979456908,6/1/09,666,2626003,acbk,14,6/10/10,11/19/13,374,1632,0.8578,1.1129,1247
1409104680,6/2/09,667,2629738,jcbk,107,1/24/10,10/13/14,236,1959,5.462,6.2101,1248
1598639846,6/4/09,668,2604801,acbk,323,8/21/09,1/16/15,78,2052,15.7407,16.3627,1250
077102715X,6/5/09,669,2631874,acbk,71,2/1/10,1/6/14,241,1676,4.2363,4.9477,1251
71605169,6/8/09,670,2652493,bcbk,725,5/19/10,1/5/15,345,2037,35.5916,42.8487,1254
1423112458,6/9/09,671,2627246,acbk,52,1/15/10,6/5/14,220,1822,2.854,3.2459,1255
814413560,6/10/09,672,2639522,acbk,16,3/8/10,1/15/14,271,1680,0.9524,1.1356,1256
753826127,6/11/09,673,2642220,acbk,46,3/13/10,1/3/15,275,2032,2.2638,2.6181,1257
047049655X,6/15/09,674,2636476,acbk,24,2/24/10,12/16/14,254,2010,1.194,1.3667,1261
140122346X,6/16/09,675,2626835,acbk,248,12/31/09,1/17/15,198,2041,12.1509,13.4563,1262
158415845X,6/17/09,676,2632055,jcbk,2,7/15/11,2/18/14,758,1707,0.1172,0.2107,1263
7506347512,6/19/09,677,2657148,acbk,62,6/24/10,12/22/14,370,2012,3.0815,3.7759,1265
300127340,6/23/09,678,2624492,acbk,7,1/8/10,6/26/14,199,1829,0.3827,0.4294,1269
785133291,6/24/09,679,2633126,acbk,125,2/4/10,9/11/14,225,1905,6.5617,7.4405,1270
1571205802,6/25/09,680,2628695,acbk,102,1/13/10,1/11/15,202,2026,5.0346,5.5921,1271
826516440,6/29/09,681,2625971,acbk,22,12/27/09,10/29/14,181,1948,1.1294,1.245,1275
1933032685,6/30/09,682,2771764,jcbk,47,3/8/12,1/4/15,982,2014,2.3337,4.5543,1276
838910130,6/30/09,683,2627388,acbk,5,2/2/10,7/9/12,217,1105,0.4525,0.5631,1276
1933293802,7/1/09,684,2626113,acbk,36,12/28/09,4/29/13,180,1398,2.5751,2.9557,1277
9571041017,7/1/09,685,2741717,acbk,21,12/14/11,1/10/15,896,2019,1.0401,1.87,1277
979339332,7/3/09,686,2749501,jcbk,98,12/26/11,1/9/15,906,2016,4.8611,8.8288,1279
838910025,7/5/09,687,2626295,acbk,10,1/7/10,6/26/13,186,1452,0.6887,0.7899,1281
1427814465,7/6/09,688,2642117,acbk,106,3/16/10,1/21/15,253,2025,5.2346,5.9819,1282
1600611613,7/7/09,689,2625958,acbk,173,12/26/09,1/13/15,172,2016,8.5813,9.3818,1283
143105914,7/8/09,690,2660007,acbk,33,6/11/10,10/3/14,338,1913,1.725,2.0952,1284
1416985050,7/14/09,691,2627170,jcbk,341,1/21/10,1/22/15,191,2018,16.8979,18.6645,1290
226890449,7/15/09,692,2630002,acbk,3,8/26/11,1/13/13,772,1278,0.2347,0.5929,1291
801891507,7/17/09,693,2719814,acbk,9,6/9/11,1/22/15,692,2015,0.4467,0.6803,1293
1605500089,7/18/09,694,2636514,acbk,81,2/20/10,1/20/15,217,2012,4.0258,4.5125,1294
1906155569,7/21/09,695,2624739,acbk,19,1/2/10,1/12/15,165,2001,0.9495,1.0349,1297
821848070,7/22/09,696,2629131,acbk,10,2/12/10,6/30/14,205,1804,0.5543,0.6254,1298
1591587204,7/23/09,697,2626306,acbk,18,2/3/10,5/12/14,195,1754,1.0262,1.1546,1299
1584233273,7/24/09,698,2635996,acbk,54,3/5/10,12/23/14,224,1978,2.73,3.0787,1300
8492463929,7/25/09,699,2638597,acbk,59,2/23/10,1/20/15,213,2005,2.9426,3.2924,1301
199552584,7/26/09,700,2659387,acbk,53,6/21/10,10/9/14,330,1901,2.788,3.3736,1302
052184102X,7/27/09,701,2625955,acbk,26,12/28/09,7/1/13,154,1435,1.8118,2.0297,1303
345502760,7/28/09,702,2626071,acbk,39,12/18/09,7/14/14,143,1812,2.1523,2.3367,1304
811868311,7/29/09,703,2630013,acbk,232,1/26/10,1/5/15,181,1986,11.6818,12.8532,1305
195317106,7/30/09,704,2650403,acbk,19,4/27/10,9/16/14,271,1874,1.0139,1.1853,1306
1555706762,7/31/09,705,2633933,acbk,13,4/27/10,5/15/13,270,1384,0.9393,1.167,1307
1585713422,8/1/09,706,2626360,acbk,25,1/6/10,9/12/14,158,1868,1.3383,1.462,1308
184773412X,8/4/09,707,2624729,acbk,118,1/9/10,1/15/15,158,1990,5.9296,6.441,1311
1603421548,8/5/09,708,2647274,jcbk,130,4/6/10,11/13/14,244,1926,6.7497,7.7289,1312
448443805,8/6/09,709,2624830,jcbk,107,12/18/09,12/17/14,134,1959,5.462,5.863,1313
316029203,8/10/09,710,2626410,acbk,112,12/28/09,8/4/14,140,1820,6.1538,6.6667,1317
240812484,8/12/09,711,2625998,acbk,186,12/23/09,12/28/14,133,1964,9.4705,10.1584,1319
1599984261,8/12/09,712,2626413,acbk,33,1/7/10,5/27/14,148,1749,1.8868,2.0612,1319
6070709217,8/12/09,713,2767957,acbk,7,3/14/12,5/31/13,945,1388,0.5043,1.5801,1319
1574329960,8/14/09,714,2630183,acbk,71,2/4/10,11/16/14,174,1920,3.6979,4.0664,1321
1558324151,8/15/09,715,2625995,acbk,105,12/28/09,12/30/14,135,1963,5.349,5.744,1322
756650410,8/17/09,716,2639510,acbk,171,3/2/10,1/2/15,197,1964,8.7067,9.6774,1324
823097978,8/18/09,717,2624737,acbk,47,12/28/09,1/2/15,132,1963,2.3943,2.5669,1325
1879794446,8/19/09,718,2729970,jcbk,244,8/17/11,1/18/15,728,1978,12.3357,19.52,1326
155451200X,8/20/09,719,2624858,acbk,72,1/26/10,1/11/15,159,1970,3.6548,3.9757,1327
71626735,8/22/09,720,2618283,acbk,203,11/12/09,1/21/15,82,1978,10.2629,10.7068,1329
1554074843,8/24/09,721,2624751,acbk,55,1/13/10,9/25/14,142,1858,2.9602,3.2051,1331
71635335,8/25/09,722,2604823,acbk,51,10/21/09,1/6/15,57,1960,2.602,2.68,1332
785131574,8/26/09,723,2636945,acbk,106,2/19/10,6/16/12,177,1025,10.3415,12.5,1333
199567786,8/27/09,724,2624493,acbk,46,12/21/09,9/17/14,116,1847,2.4905,2.6574,1334
1554075157,8/28/09,725,2627412,acbk,33,1/13/10,11/21/14,138,1911,1.7268,1.8613,1335
1594850356,8/30/09,726,2641803,acbk,87,3/16/10,11/1/14,198,1889,4.6056,5.1449,1337
1554513464,9/1/09,727,2745226,jcbk,176,1/25/12,1/18/15,876,1965,8.9567,16.1616,1339
1402760663,9/1/09,728,2624735,acbk,98,12/15/09,3/3/14,105,1644,5.9611,6.3678,1339
1422220672,9/1/09,729,2719381,jcbk,74,7/14/11,12/29/14,681,1945,3.8046,5.8544,1339
1600613047,9/2/09,730,2654273,acbk,174,5/14/10,12/23/14,254,1938,8.9783,10.3325,1340
1906321302,9/3/09,731,2627816,acbk,41,2/2/10,7/16/14,152,1777,2.3073,2.5231,1341
1607180405,9/5/09,732,2627156,jcbk,174,1/16/10,12/26/14,133,1938,8.9783,9.6399,1343
691142084,9/6/09,733,2624491,acbk,74,1/25/10,3/22/14,141,1658,4.4632,4.878,1344
71598774,9/7/09,734,2640959,acbk,163,3/7/10,12/14/14,181,1924,8.4719,9.3517,1345
847832783,9/8/09,735,2624764,acbk,82,12/26/09,1/10/15,109,1950,4.2051,4.4541,1346
785131515,9/9/09,736,2627458,acbk,228,1/3/10,1/18/15,116,1957,11.6505,12.3846,1347
1554075254,9/10/09,737,2630165,acbk,49,1/28/10,1/15/14,140,1588,3.0856,3.384,1348
767931939,9/15/09,738,2624489,acbk,36,12/23/09,11/23/14,99,1895,1.8997,2.0045,1353
399252398,9/17/09,739,2624859,acbk,78,1/12/10,2/3/14,117,1600,4.875,5.2596,1355
1584350822,9/18/09,740,2626100,acbk,66,12/18/09,12/12/11,91,815,8.0982,9.116,1356
1904853684,9/19/09,741,2681328,acbk,18,10/20/10,3/4/13,396,1262,1.4263,2.0785,1357
760337500,9/20/09,742,2627398,acbk,10,1/16/10,3/26/13,118,1283,0.7794,0.8584,1358
711228957,9/22/09,743,2624777,acbk,68,12/19/09,7/10/14,88,1752,3.8813,4.0865,1360
1926745140,9/23/09,744,2626006,acbk,47,12/26/09,11/8/13,94,1507,3.1188,3.3263,1361
470646047,9/24/09,745,2690751,acbk,6,12/26/10,12/10/13,458,1538,0.3901,0.5556,1362
1554075068,9/25/09,746,2629810,acbk,57,1/23/10,1/4/14,120,1562,3.6492,3.9528,1363
981239692,9/29/09,747,2625960,acbk,46,12/23/09,12/22/14,85,1910,2.4084,2.5205,1367
1933390328,9/30/09,748,2624578,jcbk,239,1/10/10,12/29/14,102,1916,12.4739,13.1753,1368
764161784,10/1/09,749,2624725,acbk,112,12/13/09,1/11/15,73,1928,5.8091,6.0377,1369
756655706,10/5/09,750,2625968,acbk,333,12/23/09,1/20/15,79,1933,17.2271,17.9612,1373
316075809,10/6/09,751,2626020,acbk,156,12/30/09,6/26/14,85,1724,9.0487,9.518,1374
811862976,10/7/09,752,2626303,acbk,81,12/29/09,1/17/15,83,1928,4.2012,4.3902,1375
804840792,10/10/09,753,2652728,acbk,92,5/5/10,11/14/14,207,1861,4.9436,5.5623,1378
199552568,10/11/09,754,2660013,acbk,54,6/19/10,1/14/15,251,1921,2.811,3.2335,1379
1603200851,10/13/09,755,2624753,acbk,30,1/5/10,12/20/14,84,1894,1.5839,1.6575,1381
473150956,10/14/09,756,2627456,acbk,146,1/17/10,12/21/14,95,1894,7.7086,8.1156,1382
1554075505,10/15/09,757,2624744,acbk,30,12/28/09,10/6/14,74,1817,1.6511,1.7212,1383
596804962,10/17/09,758,2622691,acbk,70,12/12/09,12/8/14,56,1878,3.7274,3.8419,1385
691135215,10/18/09,759,2629119,acbk,18,1/27/10,11/10/13,101,1484,1.2129,1.3015,1386
756656427,10/19/09,760,2625964,acbk,273,12/22/09,1/16/15,64,1915,14.2559,14.7488,1387
1591430992,10/21/09,761,2629130,acbk,56,1/17/10,11/7/14,88,1843,3.0385,3.1909,1389
760337195,10/22/09,762,2627081,acbk,85,1/5/10,6/17/14,75,1699,5.0029,5.234,1390
1845079353,10/27/09,763,2624608,acbk,10,12/18/09,7/9/11,52,620,1.6129,1.7606,1395
1439901333,10/28/09,764,2627404,acbk,24,2/5/10,10/24/14,100,1822,1.3172,1.3937,1396
470521163,10/29/09,765,2646987,acbk,71,4/3/10,1/3/15,156,1892,3.7526,4.0899,1397
890247366,10/30/09,766,2639483,acbk,33,4/7/10,11/25/14,159,1852,1.7819,1.9492,1398
955481724,10/31/09,767,2628873,acbk,11,1/15/10,10/19/10,76,353,3.1161,3.9711,1399
843960604,11/1/09,768,2624497,acbk,58,12/4/09,11/8/14,33,1833,3.1642,3.2222,1400
155365885X,11/1/09,769,2832943,acbk,5,9/22/12,4/15/14,1056,1626,0.3075,0.8772,1400
140031514X,11/2/09,770,2624800,jcbk,233,12/22/09,1/9/15,50,1894,12.302,12.6356,1401
1402769768,11/3/09,771,2624734,acbk,77,12/10/09,6/24/14,37,1694,4.5455,4.647,1402
520258673,11/5/09,772,2627082,acbk,20,1/6/10,1/15/15,62,1897,1.0543,1.0899,1404
738715816,11/8/09,773,2626498,acbk,67,1/7/10,7/21/14,60,1716,3.9044,4.0459,1407
1576757714,11/9/09,774,2642370,acbk,49,3/22/10,12/21/14,133,1868,2.6231,2.8242,1408
1590173325,11/10/09,775,2624803,jcbk,328,12/21/09,1/4/15,41,1881,17.4375,17.8261,1409
393072967,11/11/09,776,2625978,acbk,20,1/10/10,6/26/13,60,1323,1.5117,1.5835,1410
399254188,11/12/09,777,2628788,acbk,174,1/14/10,12/22/14,63,1866,9.3248,9.6506,1411
881928887,11/14/09,778,2624752,acbk,152,12/12/09,1/22/15,28,1895,8.0211,8.1414,1413
1602396809,11/15/09,779,2624730,acbk,23,12/20/09,7/24/13,35,1347,1.7075,1.753,1414
814767516,11/18/09,780,2626455,acbk,29,1/2/10,7/22/14,45,1707,1.6989,1.7449,1417
700616756,11/19/09,781,2674103,acbk,11,10/4/10,7/1/14,319,1685,0.6528,0.8053,1418
2759404218,11/22/09,782,2653005,acbk,27,5/10/10,10/27/14,169,1800,1.5,1.6554,1421
1844078949,11/23/09,783,2626481,acbk,99,1/7/10,11/19/14,45,1822,5.4336,5.5712,1422
300151926,11/24/09,784,2624761,acbk,34,12/13/09,10/17/14,19,1788,1.9016,1.922,1423
811871010,11/25/09,785,2628721,acbk,72,1/22/10,1/10/15,58,1872,3.8462,3.9691,1424
761151974,11/26/09,786,2703074,acbk,34,3/24/11,8/3/14,483,1711,1.9871,2.7687,1425
1554074835,11/27/09,787,2627401,acbk,119,1/8/10,12/29/14,42,1858,6.4047,6.5529,1426
1604690550,11/28/09,788,2628682,acbk,98,1/12/10,1/17/15,45,1876,5.2239,5.3523,1427
691143889,11/29/09,789,2626472,acbk,20,1/17/10,9/30/14,49,1766,1.1325,1.1648,1428
814757286,11/30/09,790,2625965,acbk,43,12/26/09,9/22/14,26,1757,2.4474,2.4841,1429
1590172604,12/1/09,791,2624496,acbk,90,12/4/09,7/12/14,3,1684,5.3444,5.354,1430
140121598X,12/1/09,792,2638759,acbk,80,3/8/10,11/29/14,97,1824,4.386,4.6323,1430
1604690984,12/2/09,793,2633720,acbk,120,2/13/10,12/28/14,73,1852,6.4795,6.7454,1431
1904130364,12/3/09,794,2627043,acbk,7,1/15/10,11/8/13,43,1436,0.4875,0.5025,1432
1886778809,12/4/09,795,2631932,acbk,63,3/15/10,11/22/14,101,1814,3.473,3.6778,1433
71478108,12/6/09,796,2588671,acbk,54,1/2/10,11/12/14,27,1802,2.9967,3.0423,1435
756659078,12/7/09,797,2630015,acbk,42,2/1/10,1/8/15,56,1858,2.2605,2.3307,1436
031255544X,12/8/09,798,2624770,acbk,27,12/18/09,2/11/14,10,1526,1.7693,1.781,1437
785135332,12/9/09,799,2627679,acbk,199,12/31/09,7/20/14,22,1684,11.8171,11.9735,1438
829756469,12/12/09,800,2646395,acbk,5,6/26/10,1/24/12,196,773,0.6468,0.8666,1441
789742861,12/13/09,801,2614010,acbk,139,1/19/10,12/20/14,37,1833,7.5832,7.7394,1442
807859907,12/15/09,802,2624733,acbk,61,12/23/09,10/5/14,8,1755,3.4758,3.4917,1444
