isbn,publishDate,publishOrder,bib,itemType,checkOutCount,minCheckOut,maxCheckOut,x_adoption,x_age,y_fullFrequency,y_partialFrequency,relative_age
762771496,10/4/11,1327,2774570,acbk,39,3/31/12,12/9/14,179,1162,3.3563,3.9674,2102
316196711,10/5/11,1328,2728900,acbk,28,10/13/11,10/9/13,8,735,3.8095,3.8514,2103
144116586X,10/6/11,1329,2743492,acbk,17,11/19/11,11/1/14,44,1122,1.5152,1.577,2104
810877864,10/7/11,1330,2743563,acbk,6,12/12/11,2/17/13,66,499,1.2024,1.3857,2105
738727008,10/8/11,1331,2732282,acbk,46,10/12/11,10/13/14,4,1101,4.178,4.1933,2106
321774671,10/8/11,1332,2771588,acbk,41,3/18/12,11/15/14,162,1134,3.6155,4.2181,2106
738726990,10/8/11,1333,2743678,acbk,20,12/6/11,7/29/13,59,660,3.0303,3.3278,2106
813036771,10/9/11,1334,2745091,acbk,9,12/6/11,5/5/14,58,939,0.9585,1.0216,2107
892968192,10/10/11,1335,2731707,acbk,209,10/26/11,12/22/14,16,1169,17.8785,18.1266,2108
312541260,10/11/11,1336,2743522,acbk,333,11/20/11,1/14/15,40,1191,27.9597,28.9314,2109
1432825186,10/12/11,1337,2733142,acbk,21,10/30/11,8/11/14,18,1034,2.0309,2.0669,2110
1598531085,10/13/11,1338,2749372,acbk,29,1/9/12,7/27/14,88,1018,2.8487,3.1183,2111
1616087498,10/14/11,1339,2760371,acbk,34,2/1/12,2/21/14,110,861,3.9489,4.5273,2112
299284042,10/14/11,1340,2733258,acbk,11,12/3/11,12/26/14,50,1169,0.941,0.983,2112
520268679,10/15/11,1341,2745111,acbk,30,12/2/11,11/26/14,48,1138,2.6362,2.7523,2113
077877595X,10/15/11,1342,2850148,jcbk,16,11/25/12,1/5/15,407,1178,1.3582,2.0752,2113
132915170,10/16/11,1343,2831317,acbk,65,7/25/12,12/23/14,283,1164,5.5842,7.378,2114
3037680768,10/16/11,1344,2744286,acbk,54,12/14/11,12/31/14,59,1172,4.6075,4.8518,2114
500342733,10/17/11,1345,2745137,acbk,200,12/9/11,1/15/15,53,1186,16.8634,17.6523,2115
762771437,10/18/11,1346,2774610,acbk,103,3/25/12,1/12/15,159,1182,8.714,10.0684,2116
226359182,10/19/11,1347,2745117,acbk,14,12/3/11,11/4/14,45,1112,1.259,1.3121,2117
1554079020,10/20/11,1348,2749425,acbk,58,1/5/12,1/12/15,77,1180,4.9153,5.2584,2118
811878147,10/21/11,1349,2737744,jcbk,62,12/1/11,12/26/14,41,1162,5.3356,5.5308,2119
822350874,10/21/11,1350,2843467,acbk,9,10/15/12,1/11/15,360,1178,0.764,1.1002,2119
1934824577,10/23/11,1351,2748542,acbk,26,12/29/11,9/27/14,67,1070,2.4299,2.5922,2121
199837104,10/25/11,1352,2742297,acbk,14,11/13/11,12/8/14,19,1140,1.2281,1.2489,2123
451234839,10/26/11,1353,2743816,acbk,71,11/29/11,12/30/14,34,1161,6.1154,6.2999,2124
1616084715,10/26/11,1354,2731719,acbk,13,12/1/11,12/8/14,36,1139,1.1414,1.1786,2124
142419818,10/27/11,1355,2719513,jcbk,96,11/20/11,12/27/14,24,1157,8.2973,8.4731,2125
199778922,10/28/11,1356,2743513,acbk,78,12/17/11,11/20/14,50,1119,6.9705,7.2965,2126
295991224,10/31/11,1357,2733197,acbk,6,12/15/11,11/15/14,45,1111,0.5401,0.5629,2129
1557256608,11/1/11,1358,2743508,acbk,45,11/14/11,1/20/15,13,1176,3.8265,3.8693,2130
1580115233,11/2/11,1359,2795816,acbk,128,5/20/12,1/20/15,200,1175,10.8936,13.1282,2131
749955899,11/2/11,1360,2731781,acbk,64,11/29/11,1/5/15,27,1160,5.5172,5.6487,2131
1921272988,11/2/11,1361,2794517,jcbk,43,5/29/12,1/15/15,209,1170,3.6752,4.4745,2131
1410442284,11/2/11,1362,2747033,acbk,23,12/18/11,4/11/14,46,891,2.5814,2.7219,2131
822351668,11/4/11,1363,2749374,acbk,15,1/7/12,8/26/14,64,1026,1.462,1.5593,2133
71762361,11/5/11,1364,2745461,acbk,135,11/20/11,1/20/15,15,1172,11.5188,11.6681,2134
316129399,11/7/11,1365,2743834,acbk,139,11/19/11,1/17/15,12,1167,11.9109,12.0346,2136
374208387,11/8/11,1366,2721542,acbk,28,11/23/11,2/10/14,15,825,3.3939,3.4568,2137
231159315,11/8/11,1367,2830454,acbk,8,7/26/12,11/29/14,261,1117,0.7162,0.9346,2137
785158553,11/9/11,1368,2729546,acbk,107,12/10/11,1/6/15,31,1154,9.2721,9.528,2138
446568236,11/9/11,1369,2743844,acbk,35,11/26/11,12/2/14,17,1119,3.1278,3.176,2138
1566568773,11/9/11,1370,2800353,acbk,10,6/7/12,4/13/13,211,521,1.9194,3.2258,2138
1594203121,11/10/11,1371,2726421,acbk,112,11/29/11,8/30/14,19,1024,10.9375,11.1443,2139
1439904332,11/11/11,1372,2771811,acbk,9,3/29/12,11/25/14,139,1110,0.8108,0.9269,2140
300176619,11/14/11,1373,2743498,acbk,8,12/4/11,10/23/13,20,709,1.1283,1.1611,2143
1400068789,11/15/11,1374,2726458,acbk,748,11/30/11,1/11/15,15,1153,64.8742,65.7293,2144
193601257X,11/16/11,1375,2743556,acbk,15,12/2/11,5/1/14,16,897,1.6722,1.7026,2145
199842965,11/17/11,1376,2840477,acbk,12,10/13/12,1/8/15,331,1148,1.0453,1.4688,2146
081187625X,11/18/11,1377,2743666,acbk,28,2/21/12,10/14/14,95,1061,2.639,2.8986,2147
1612000681,11/19/11,1378,2770047,acbk,8,3/8/12,6/2/14,110,926,0.8639,0.9804,2148
691135991,11/20/11,1379,2744570,acbk,51,12/10/11,4/21/14,20,883,5.7758,5.9096,2149
1606994751,11/21/11,1380,2743585,acbk,38,11/30/11,9/8/14,9,1022,3.7182,3.7512,2150
470948523,11/22/11,1381,2771475,acbk,71,3/11/12,1/16/15,110,1151,6.1685,6.8204,2151
1569759820,11/22/11,1382,2830476,acbk,15,7/26/12,12/5/14,247,1109,1.3526,1.7401,2151
046500928X,11/22/11,1383,2743554,acbk,8,12/22/11,10/10/14,30,1053,0.7597,0.782,2151
142050634X,11/25/11,1384,2802684,acbk,24,6/25/12,1/14/15,213,1146,2.0942,2.5723,2154
321811909,11/28/11,1385,2792761,acbk,46,3/30/12,1/21/15,123,1150,4,4.4791,2157
1935429205,11/29/11,1386,2744268,acbk,69,12/26/11,1/17/15,27,1145,6.0262,6.1717,2158
618721940,11/29/11,1387,2723376,acbk,43,1/7/12,10/15/14,39,1051,4.0913,4.249,2158
780812182,11/30/11,1388,2837056,acbk,8,10/1/12,10/13/14,306,1048,0.7634,1.0782,2159
373534515,12/1/11,1389,2722927,acbk,16,12/7/11,9/3/13,6,642,2.4922,2.5157,2160
1440310734,12/2/11,1390,2771454,acbk,70,3/13/12,1/21/15,102,1146,6.1082,6.705,2161
310727618,12/4/11,1391,2740435,acbk,52,2/1/12,1/7/15,59,1130,4.6018,4.8553,2163
312656882,12/6/11,1392,2743521,acbk,60,12/30/11,1/14/15,24,1135,5.2863,5.4005,2165
142413763,12/8/11,1393,2743669,acbk,20,1/9/12,6/27/13,32,567,3.5273,3.7383,2167
1935744313,12/9/11,1394,2747014,acbk,37,1/10/12,11/7/14,32,1064,3.4774,3.5853,2168
031032033X,12/10/11,1395,2746419,acbk,15,1/10/12,12/18/14,31,1104,1.3587,1.3979,2169
316190330,12/12/11,1396,2744871,jcbk,377,12/17/11,1/20/15,5,1135,33.2159,33.3628,2171
1611453437,12/12/11,1397,2850388,acbk,66,11/9/12,11/22/14,333,1076,6.1338,8.8829,2171
1598808877,12/13/11,1398,2773392,acbk,35,3/24/12,1/2/15,102,1116,3.1362,3.4517,2172
470638923,12/14/11,1399,2771442,acbk,14,3/14/12,2/27/13,91,441,3.1746,4,2173
199734593,12/14/11,1400,2747289,acbk,32,12/28/11,9/30/14,14,1021,3.1342,3.1778,2173
226482472,12/15/11,1401,2747305,acbk,14,1/3/12,12/30/14,19,1111,1.2601,1.2821,2174
1432825429,12/16/11,1402,2746387,acbk,42,1/26/12,9/30/13,41,654,6.422,6.8515,2175
1440531986,12/18/11,1403,2749715,acbk,23,12/19/11,10/31/13,1,683,3.3675,3.3724,2177
393073971,12/19/11,1404,2771289,acbk,46,3/12/12,1/8/15,84,1116,4.1219,4.4574,2178
1596437200,12/20/11,1405,2743633,jcbk,78,2/7/12,12/30/14,49,1106,7.0524,7.3794,2179
785158294,12/21/11,1406,2745295,acbk,141,1/4/12,12/16/14,14,1091,12.9239,13.0919,2180
1612182054,12/24/11,1407,2794853,acbk,13,4/18/12,8/11/13,116,596,2.1812,2.7083,2183
1595828427,12/27/11,1408,2772447,jcbk,135,4/5/12,12/14/14,100,1083,12.4654,13.7335,2186
1401310710,12/27/11,1409,2762287,acbk,78,2/26/12,1/17/15,61,1117,6.983,7.3864,2186
300178999,12/28/11,1410,2750551,acbk,24,1/13/12,6/17/14,16,902,2.6608,2.7088,2187
1432825461,12/30/11,1411,2748261,acbk,33,2/9/12,1/27/14,41,759,4.3478,4.5961,2189
838911455,12/30/11,1412,2850669,acbk,4,12/28/12,7/19/14,364,932,0.4292,0.7042,2189
083891120X,12/31/11,1413,2771807,acbk,23,3/20/12,9/16/14,80,990,2.3232,2.5275,2190
972973052,1/1/12,1414,2771281,acbk,36,4/3/12,8/11/14,93,953,3.7775,4.186,2191
1572249684,1/2/12,1415,2747294,acbk,108,1/7/12,12/27/14,5,1090,9.9083,9.9539,2192
316033243,1/2/12,1416,2774073,jcbk,64,4/11/12,11/7/14,100,1040,6.1538,6.8085,2192
312605811,1/3/12,1417,2771301,acbk,42,3/7/12,1/17/15,64,1110,3.7838,4.0153,2193
1932563571,1/3/12,1418,2722384,acbk,31,1/30/12,12/31/14,27,1093,2.8362,2.9081,2193
1589236610,1/5/12,1419,2795781,acbk,89,5/7/12,1/21/15,123,1112,8.0036,8.999,2195
1594488126,1/5/12,1420,2744534,acbk,30,1/30/12,1/12/15,25,1103,2.7199,2.7829,2195
081224401X,1/6/12,1421,2802631,acbk,23,5/17/12,8/23/14,132,960,2.3958,2.7778,2196
1844678881,1/9/12,1422,2746691,acbk,22,2/18/12,1/15/15,40,1102,1.9964,2.0716,2199
547315856,1/10/12,1423,2719723,jcbk,743,2/15/12,1/17/15,36,1103,67.3617,69.6345,2200
300165013,1/10/12,1424,2750636,acbk,38,1/21/12,8/9/14,11,942,4.034,4.0816,2200
1934964697,1/11/12,1425,2755599,jcbk,251,2/19/12,1/14/15,39,1099,22.8389,23.6792,2201
198129769,1/13/12,1426,2748525,acbk,26,2/4/12,11/4/14,22,1026,2.5341,2.5896,2203
760341117,1/14/12,1427,2750736,acbk,7,1/20/12,6/14/14,6,882,0.7937,0.7991,2204
1448862442,1/15/12,1428,2843344,jcbk,23,10/23/12,1/6/15,282,1087,2.1159,2.8571,2205
1401310702,1/17/12,1429,2747118,acbk,69,2/7/12,9/9/14,21,966,7.1429,7.3016,2207
785151338,1/18/12,1430,2771535,acbk,178,3/2/12,1/22/15,44,1100,16.1818,16.8561,2208
956544525,1/19/12,1431,2794639,acbk,35,4/17/12,1/12/15,89,1089,3.214,3.5,2209
472051652,1/19/12,1432,2771585,acbk,17,3/19/12,12/7/14,60,1053,1.6144,1.712,2209
1414358474,1/20/12,1433,2750822,acbk,58,2/21/12,12/23/14,32,1068,5.4307,5.5985,2210
295991518,1/22/12,1434,2802623,acbk,22,5/16/12,1/15/15,115,1089,2.0202,2.2587,2212
1612050972,1/22/12,1435,2744549,acbk,2,5/10/12,2/28/14,109,768,0.2604,0.3035,2212
1936487101,1/23/12,1436,2792979,acbk,42,4/20/12,12/1/14,88,1043,4.0268,4.3979,2213
738588946,1/23/12,1437,2745177,acbk,12,4/9/12,10/11/14,77,992,1.2097,1.3115,2213
1595828796,1/24/12,1438,2838647,acbk,26,9/29/12,11/20/14,249,1031,2.5218,3.3248,2214
982939507,1/26/12,1439,2838809,acbk,11,9/22/12,7/1/14,240,887,1.2401,1.7002,2216
310728185,1/28/12,1440,2774427,acbk,47,3/13/12,11/7/14,45,1014,4.6351,4.8504,2218
822961849,1/29/12,1441,2758435,acbk,8,4/19/12,1/15/15,81,1082,0.7394,0.7992,2219
520270541,1/30/12,1442,2771280,acbk,48,3/9/12,1/9/15,39,1075,4.4651,4.6332,2220
1606994948,1/30/12,1443,2771225,acbk,18,3/10/12,6/25/14,40,877,2.0525,2.1505,2220
1603425640,1/31/12,1444,2771300,acbk,96,3/8/12,1/16/15,37,1081,8.8807,9.1954,2221
446563137,2/2/12,1445,2734417,acbk,82,2/8/12,10/4/14,6,975,8.4103,8.4623,2223
1930912242,2/3/12,1446,2815196,acbk,6,7/13/12,4/9/14,161,796,0.7538,0.9449,2224
025300117X,2/6/12,1447,2772345,acbk,34,3/20/12,11/12/14,43,1010,3.3663,3.516,2227
1451668201,2/7/12,1448,2771298,acbk,204,3/10/12,1/14/15,32,1072,19.0299,19.6154,2228
316038326,2/7/12,1449,2829569,acbk,58,7/28/12,1/21/15,172,1079,5.3753,6.3947,2228
547576595,2/8/12,1450,2771537,jcbk,121,3/2/12,10/9/14,23,974,12.423,12.7234,2229
578095416,2/8/12,1451,2774754,acbk,6,4/24/12,11/26/13,76,657,0.9132,1.0327,2229
1596987766,2/13/12,1452,2771604,acbk,44,3/10/12,10/24/14,26,984,4.4715,4.5929,2234
847837114,2/14/12,1453,2771491,acbk,109,3/11/12,1/22/15,26,1073,10.1584,10.4107,2235
814336124,2/15/12,1454,2774748,acbk,32,3/25/12,11/20/14,39,1009,3.1715,3.299,2236
1936003252,2/16/12,1455,2830431,acbk,36,8/3/12,9/21/14,169,948,3.7975,4.6213,2237
1590206770,2/16/12,1456,2771779,acbk,7,3/25/12,6/7/14,38,842,0.8314,0.8706,2237
1440533148,2/18/12,1457,2795431,acbk,23,4/23/12,8/12/14,65,906,2.5386,2.7348,2239
1612181465,2/21/12,1458,2811340,acbk,27,7/3/12,12/10/14,133,1023,2.6393,3.0337,2242
193496476X,2/22/12,1459,2834267,jcbk,29,9/8/12,1/18/15,199,1061,2.7333,3.3643,2243
1118157796,2/24/12,1460,2838877,acbk,21,9/21/12,8/8/14,210,896,2.3438,3.0612,2245
1770400893,2/24/12,1461,2767081,acbk,8,3/5/12,2/12/14,10,719,1.1127,1.1283,2245
310336104,2/25/12,1462,2750408,acbk,18,3/29/12,12/18/13,33,662,2.719,2.8617,2246
822961792,2/26/12,1463,2762298,acbk,19,3/27/12,10/24/14,30,971,1.9567,2.0191,2247
3791370979,2/27/12,1464,2850159,jcbk,107,11/13/12,1/13/15,260,1051,10.1808,13.5272,2248
1606994883,2/27/12,1465,2771212,acbk,30,3/13/12,1/22/15,15,1060,2.8302,2.8708,2248
674065794,2/29/12,1466,2771595,acbk,18,3/21/12,8/17/14,21,900,2,2.0478,2250
159711202X,2/29/12,1467,2820771,acbk,17,7/20/12,10/10/14,142,954,1.782,2.0936,2250
439796571,3/1/12,1468,2806170,jcbk,166,6/18/12,12/17/14,109,1021,16.2586,18.2018,2251
984974806,3/3/12,1469,2841256,acbk,18,9/20/12,1/11/14,201,679,2.651,3.7657,2253
074946562X,3/3/12,1470,2800125,acbk,14,5/7/12,12/13/14,65,1015,1.3793,1.4737,2253
691145458,3/4/12,1471,2844525,acbk,17,11/2/12,4/4/14,243,761,2.2339,3.2819,2254
1608680452,3/7/12,1472,2771313,acbk,129,3/23/12,1/17/15,16,1046,12.3327,12.5243,2257
295991860,3/8/12,1473,2820723,acbk,5,11/18/12,7/8/14,255,852,0.5869,0.8375,2258
159369900X,3/9/12,1474,2763086,jcbk,134,3/17/12,1/15/15,8,1042,12.8599,12.9594,2259
082235103X,3/9/12,1475,2771323,acbk,14,4/3/12,11/14/14,25,980,1.4286,1.466,2259
1937454207,3/9/12,1476,2829479,acbk,9,8/23/12,12/18/14,167,1014,0.8876,1.0626,2259
804842329,3/10/12,1477,2793971,acbk,22,4/23/12,9/14/14,44,918,2.3965,2.5172,2260
982310129,3/11/12,1478,2773629,acbk,153,4/17/12,1/12/15,37,1037,14.7541,15.3,2261
763658936,3/13/12,1479,2771381,jcbk,309,4/9/12,1/9/15,27,1032,29.9419,30.7463,2263
446194239,3/14/12,1480,2747221,acbk,283,3/15/12,1/18/15,1,1040,27.2115,27.2377,2264
078515938X,3/14/12,1481,2821804,acbk,114,8/2/12,12/27/14,141,1018,11.1984,12.9989,2264
1935560166,3/14/12,1482,2774437,acbk,49,3/15/12,12/21/14,1,1012,4.8419,4.8467,2264
3777442615,3/15/12,1483,2762797,acbk,52,3/17/12,1/9/15,2,1030,5.0485,5.0584,2265
1609380762,3/15/12,1484,2771293,acbk,30,3/21/12,1/6/15,6,1027,2.9211,2.9383,2265
1408127024,3/15/12,1485,2809067,acbk,12,8/13/12,1/15/15,151,1036,1.1583,1.3559,2265
813039746,3/18/12,1486,2795499,acbk,22,4/25/12,7/15/14,38,849,2.5913,2.7127,2268
1414338732,3/19/12,1487,2774781,acbk,32,4/7/12,12/10/13,19,631,5.0713,5.2288,2269
1451635710,3/20/12,1488,2771278,acbk,95,4/1/12,12/30/14,12,1015,9.3596,9.4716,2270
226240398,3/20/12,1489,2820801,acbk,12,8/13/12,1/7/15,146,1023,1.173,1.3683,2270
1592123554,3/21/12,1490,2772249,acbk,4,4/16/12,1/25/13,26,310,1.2903,1.4085,2271
642334242,3/23/12,1491,2843535,acbk,23,10/10/12,12/6/14,201,988,2.3279,2.9225,2273
031072323X,3/24/12,1492,2793769,jcbk,25,4/23/12,10/10/14,30,930,2.6882,2.7778,2274
521193834,3/26/12,1493,2771791,acbk,14,4/28/12,10/6/14,33,924,1.5152,1.5713,2276
143120344,3/27/12,1494,2820789,acbk,7,7/29/12,12/27/12,124,275,2.5455,4.6358,2277
1934964646,3/28/12,1495,2800464,acbk,28,5/19/12,12/10/14,52,987,2.8369,2.9947,2278
1590207378,3/29/12,1496,2771252,acbk,39,4/7/12,6/9/14,9,802,4.8628,4.918,2279
1853322970,3/31/12,1497,2802732,acbk,28,6/6/12,1/7/15,67,1012,2.7668,2.963,2281
1606995111,4/2/12,1498,2742030,acbk,73,4/18/12,1/5/15,16,1008,7.2421,7.3589,2283
1566568862,4/2/12,1499,2834537,acbk,3,8/25/12,12/18/12,145,260,1.1538,2.6087,2283
1451627912,4/3/12,1500,2771292,acbk,47,4/17/12,10/6/14,14,916,5.131,5.2106,2284
1421404281,4/3/12,1501,2820805,acbk,20,7/21/12,8/26/14,109,875,2.2857,2.611,2284
1442217979,4/5/12,1502,2840492,acbk,6,9/19/12,4/19/13,167,379,1.5831,2.8302,2286
199798141,4/6/12,1503,2771304,acbk,23,4/16/12,2/18/14,10,683,3.3675,3.4175,2287
691129487,4/8/12,1504,2832939,acbk,11,10/6/12,11/15/14,181,951,1.1567,1.4286,2289
1852846585,4/10/12,1505,2818891,acbk,31,8/7/12,11/26/14,119,960,3.2292,3.6861,2291
312662408,4/10/12,1506,2771251,acbk,6,4/26/12,2/10/14,16,671,0.8942,0.916,2291
884483304,4/11/12,1507,2831476,jcbk,38,9/9/12,12/16/14,151,979,3.8815,4.5894,2292
1440532184,4/15/12,1508,2820806,acbk,35,7/21/12,8/18/14,97,855,4.0936,4.6174,2296
1405389761,4/16/12,1509,2818883,acbk,56,7/29/12,11/12/14,104,940,5.9574,6.6986,2297
1854585908,4/16/12,1510,2818907,acbk,30,7/17/12,1/14/15,92,1003,2.991,3.2931,2297
1451632878,4/17/12,1511,2771314,acbk,42,4/26/12,10/20/14,9,916,4.5852,4.6307,2298
030015190X,4/19/12,1512,2794607,acbk,16,5/5/12,12/30/14,16,985,1.6244,1.6512,2300
1432825860,4/20/12,1513,2774703,acbk,22,5/26/12,1/18/14,36,638,3.4483,3.6545,2301
262516942,4/20/12,1514,2838872,acbk,21,9/17/12,12/16/14,150,970,2.1649,2.561,2301
310333555,4/21/12,1515,2801135,acbk,42,5/12/12,12/30/14,21,983,4.2726,4.3659,2302
691153914,4/22/12,1516,2794008,acbk,9,5/10/12,1/9/13,18,262,3.4351,3.6885,2303
830834575,4/22/12,1517,2848044,acbk,3,12/8/12,4/6/14,230,714,0.4202,0.6198,2303
226425711,4/23/12,1518,2795404,acbk,35,4/25/12,12/30/14,2,981,3.5678,3.5751,2304
310719844,4/23/12,1519,2831499,acbk,15,8/24/12,12/5/13,123,591,2.5381,3.2051,2304
1612381359,4/24/12,1520,2818888,acbk,92,7/24/12,1/17/15,91,998,9.2184,10.1433,2305
762441119,4/24/12,1521,2762367,acbk,78,5/8/12,1/15/15,14,996,7.8313,7.943,2305
785152318,4/25/12,1522,2793712,acbk,138,5/10/12,1/14/15,15,994,13.8833,14.096,2306
1452107122,4/25/12,1523,2830460,acbk,73,8/17/12,11/18/14,114,937,7.7908,8.87,2306
1440311455,4/27/12,1524,2801268,acbk,82,6/14/12,1/22/15,48,1000,8.2,8.6134,2308
817317651,4/27/12,1525,2793972,acbk,19,4/30/12,12/20/14,3,967,1.9648,1.971,2308
764340964,4/28/12,1526,2795854,acbk,25,6/18/12,1/9/15,51,986,2.5355,2.6738,2309
069111417X,4/29/12,1527,2830804,acbk,19,8/17/12,12/17/14,110,962,1.9751,2.23,2310
1439164487,5/1/12,1528,2772343,acbk,42,5/11/12,1/22/15,10,996,4.2169,4.2596,2312
1600786898,5/3/12,1529,2770967,jcbk,19,7/9/12,8/6/14,67,825,2.303,2.5066,2314
142050746X,5/4/12,1530,2857074,acbk,17,12/26/12,11/4/14,236,914,1.86,2.5074,2315
1585429376,5/10/12,1531,2771611,acbk,137,5/25/12,12/30/14,15,964,14.2116,14.4362,2321
1118295145,5/11/12,1532,2821679,acbk,99,7/21/12,1/22/15,71,986,10.0406,10.8197,2322
1432825615,5/11/12,1533,2774710,acbk,27,5/24/12,7/16/14,13,796,3.392,3.4483,2322
823239500,5/14/12,1534,2772333,acbk,15,5/24/12,10/8/14,10,877,1.7104,1.7301,2325
8466645721,5/14/12,1535,2838849,acbk,9,11/3/12,10/18/14,173,887,1.0147,1.2605,2325
762779578,5/15/12,1536,2818889,acbk,49,7/15/12,1/4/15,61,964,5.083,5.4264,2326
1432825763,5/16/12,1537,2796140,acbk,35,6/22/12,8/11/14,37,817,4.284,4.4872,2327
1412846269,5/16/12,1538,2830906,acbk,4,8/21/12,9/14/13,97,486,0.823,1.0283,2327
1440538875,5/18/12,1539,2821664,acbk,220,7/21/12,1/20/15,64,977,22.5179,24.0964,2329
1250006724,5/21/12,1540,2792489,acbk,73,5/25/12,12/29/14,4,952,7.6681,7.7004,2332
1596983256,5/22/12,1541,2820728,acbk,4,8/18/12,3/30/13,88,312,1.2821,1.7857,2333
1596923709,5/25/12,1542,2801121,acbk,20,6/26/12,1/16/15,32,966,2.0704,2.1413,2336
1475051360,5/26/12,1543,2839237,jcbk,28,9/4/12,1/3/15,101,952,2.9412,3.2902,2337
1849821542,5/28/12,1544,2760876,acbk,50,6/24/12,11/3/14,27,889,5.6243,5.8005,2339
174179322X,6/1/12,1545,2818874,acbk,83,7/19/12,11/9/14,48,891,9.3154,9.8458,2343
1884313930,6/1/12,1546,2773651,acbk,12,6/23/12,6/15/14,22,744,1.6129,1.662,2343
871404079,6/4/12,1547,2805703,acbk,209,6/15/12,12/30/14,11,939,22.2577,22.5216,2346
809094681,6/5/12,1548,2771250,acbk,110,6/21/12,1/14/15,16,953,11.5425,11.7396,2347
814431933,6/6/12,1549,2767078,acbk,19,6/15/12,8/16/14,9,801,2.372,2.399,2348
738721913,6/8/12,1550,2830899,acbk,18,8/24/12,1/7/15,77,943,1.9088,2.0785,2350
691128901,6/10/12,1551,2815084,acbk,25,7/12/12,11/17/14,32,890,2.809,2.9138,2352
393079880,6/11/12,1552,2801064,acbk,291,6/16/12,1/20/15,5,953,30.5352,30.6962,2353
938034015X,6/12/12,1553,2806079,jcbk,66,6/22/12,1/22/15,10,954,6.9182,6.9915,2354
1118290313,6/12/12,1554,2820731,acbk,41,7/26/12,11/1/14,44,872,4.7018,4.9517,2354
1609520556,6/12/12,1555,2773664,acbk,23,6/27/12,7/7/14,15,755,3.0464,3.1081,2354
307984885,6/12/12,1556,2792242,acbk,18,6/23/12,6/11/14,11,729,2.4691,2.507,2354
1579622828,6/15/12,1557,2802061,acbk,32,9/7/12,1/8/15,84,937,3.4152,3.7515,2357
984264035,6/16/12,1558,2830435,acbk,7,10/18/12,3/14/14,124,636,1.1006,1.3672,2358
1619860767,6/17/12,1559,2806051,acbk,18,7/7/12,12/15/14,20,911,1.9759,2.0202,2359
756690625,6/18/12,1560,2821720,jcbk,237,7/11/12,1/22/15,23,948,25,25.6216,2360
1843511894,6/18/12,1561,2846036,acbk,14,10/30/12,9/23/14,134,827,1.6929,2.0202,2360
374217491,6/19/12,1562,2820790,acbk,45,7/23/12,1/11/15,34,936,4.8077,4.9889,2361
1452109060,6/20/12,1563,2794695,jcbk,471,7/26/12,1/11/15,36,935,50.3743,52.3915,2362
1554513820,6/21/12,1564,2850175,jcbk,24,11/16/12,12/3/14,148,895,2.6816,3.2129,2363
144221550X,6/25/12,1565,2831609,acbk,23,8/15/12,11/13/14,51,871,2.6406,2.8049,2367
393082490,6/25/12,1566,2808309,acbk,9,7/3/12,6/30/14,8,735,1.2245,1.238,2367
253002117,6/26/12,1567,2771827,acbk,4,7/20/12,1/3/13,24,191,2.0942,2.3952,2368
811219909,6/28/12,1568,2834047,acbk,44,8/23/12,1/11/15,56,927,4.7465,5.0517,2370
199751943,6/29/12,1569,2800767,acbk,59,6/30/12,11/3/14,1,857,6.8845,6.8925,2371
826219799,6/29/12,1570,2830903,acbk,6,10/8/12,6/25/14,101,726,0.8264,0.96,2371
1604890983,6/30/12,1571,2831126,acbk,8,8/15/12,4/30/13,46,304,2.6316,3.1008,2372
1400069076,7/3/12,1572,2771821,acbk,83,7/8/12,1/11/15,5,922,9.0022,9.0513,2375
1452101108,7/4/12,1573,2821753,jcbk,349,7/19/12,1/18/15,15,928,37.6078,38.2256,2376
1603429891,7/4/12,1574,2767088,acbk,184,7/17/12,1/20/15,13,930,19.7849,20.0654,2376
738727946,7/8/12,1575,2820705,acbk,54,7/23/12,12/18/14,15,893,6.047,6.1503,2380
316097462,7/9/12,1576,2821963,acbk,556,7/11/12,1/20/15,2,925,60.1081,60.2384,2381
307716074,7/10/12,1577,2772363,acbk,61,7/16/12,12/30/14,6,903,6.7553,6.8004,2382
618711686,7/12/12,1578,2834198,acbk,43,8/26/12,11/25/14,45,866,4.9654,5.2375,2384
1770850996,7/12/12,1579,2808148,acbk,6,8/23/12,6/19/14,42,707,0.8487,0.9023,2384
760339864,7/14/12,1580,2815206,acbk,23,7/20/12,8/25/14,6,772,2.9793,3.0026,2386
1593579101,7/15/12,1581,2821668,acbk,248,7/19/12,1/17/15,4,916,27.0742,27.193,2387
802779972,7/17/12,1582,2772336,acbk,13,8/15/12,4/7/14,29,629,2.0668,2.1667,2389
691145202,7/22/12,1583,2834319,acbk,20,9/18/12,1/4/15,58,896,2.2321,2.3866,2394
1442213361,7/30/12,1584,2831571,acbk,15,9/19/12,5/3/14,51,642,2.3364,2.5381,2402
939837994,8/1/12,1585,2809083,acbk,28,10/19/12,1/22/15,79,904,3.0973,3.3939,2404
160961450X,8/7/12,1586,2833239,acbk,36,8/24/12,11/14/14,17,829,4.3426,4.4335,2410
1402781849,8/7/12,1587,2820792,acbk,34,8/18/12,11/21/14,11,836,4.067,4.1212,2410
226428966,8/15/12,1588,2830910,acbk,7,8/23/12,1/4/15,8,872,0.8028,0.8102,2418
1595145311,8/16/12,1589,2821727,jcbk,81,9/5/12,1/4/15,20,871,9.2997,9.5182,2419
